;Unnamed: 0;Unnamed: 0.1;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
1269;1269;6500;2018-01-13 15:40;https://instagram.com/p/Bd5LI1yAJ0-/;0;0.0;54.0;gallery_sille_netherlands;;;Bezorgd en opgehangen in Tiel. Schilderij van Eelco Maan  Titel: Spellbound.        ;54.0;2018-01-13 14:40:43;['painting', 'abstract', 'gallerysille', 'interieurdesign', 'takearthome', 'interiorinspiration', 'dutchart']
1270;1270;6501;2017-09-06 09:00;https://instagram.com/p/BYsL7dQDBDJ/;0;0.0;39.0;guitigefilmpjes_trucks;52.274165999999994;6.886667;DAF YAV-2300. During the 80s the Dutch Air Force received 85 of these vehicles, and 7 have been converted to a mobile antenna tower of AFCENT in Brunssum (like this one). Build in 1985, 245hp engine, 14,5 tonne and a maximum speed of 93km/h                 ;39.0;2017-09-06 07:00:31;['daf', 'dafmilitary', 'ya4442', 'yav2300', 'klu', 'royaldutchairforce', 'luchtmacht', 'afcent', 'military', 'army', 'armytruck', 'defensie', 'army', 'truck', 'antenna', 'guitigefilmpjestrucks', 'guitigefilmpjesmilitary']
1271;1271;6502;2017-02-28 13:24;https://instagram.com/p/BRDh_xUj4x3/;+;0.0;163.0;98anouk;51.688461;5.30325;Lekker geoeteld met deze lieverds   ;163.0;2017-02-28 12:24:44;['oeteldonk', 'daorzitmeziekin']
1272;1272;6503;2017-11-19 12:09;https://instagram.com/p/BbrLMfFFYma/;0;1.0;83.0;jenniferterwelmusic;;;Gisteren bij Heerhugowaard A Life!        ;83.0;2017-11-19 11:09:03;['radio', 'hhwalife', 'heerhugowaard', 'tvoh', 'interview', 'singing', 'teamwaylon', 'teamali']
1273;1273;6504;2017-12-19 11:35;https://instagram.com/p/Bc4XOktg9nF/;0;1.0;23.0;maddesign.nu;52.373505;4.8932080000000004;Had an inspirational evening at this years               ;23.0;2017-12-19 10:35:43;['amsterdamlightfestival', 'alf20172018', 'amsterdam', 'netherlands', 'holland', 'artwork', 'light', 'explore', 'travel', 'culture', 'city', 'travelphotography', 'boat', 'canals', 'exhibition']
1274;1274;6505;2017-06-02 19:19;https://instagram.com/p/BU2GgbZjqsw/;0;1.0;34.0;tourismmarketingconceptsnl;52.331131;4.893009999999999;Lovely weather and delicious Indonesian food @rongastrobarindonesia at the Taste of Amsterdam!  ;34.0;2017-06-02 17:19:58;['wonderfulindonesia', 'food', 'tasteofamsterdam']
1275;1275;6506;2018-05-20 16:19;https://instagram.com/p/BjAJtXvl7Kq/;0;1.0;8.0;roeljjanssen;;;   ;8.0;2018-05-20 14:19:53;['classiccars', 'cars', 'japanese', 'boxtel']
1276;1276;6509;2018-02-01 13:22;https://instagram.com/p/Bep2ZyInoyd/;+;1.0;71.0;apex_jiujitsu;52.195910999999995;6.888999999999999;Woon je in Enschede of omgeving? Dan heb jij geluk!  Train nu BJJ en Submission Grappling met beginnende en ervaren trainingpartners.  Wordt fit door een leuke denksport en werk tegelijkertijd aan belangrijke lifeskills zoals zelfvertrouwen en zelfverdediging. Of misschien ben jij wel de toekomstige MMA kampioen.  Kom langs voor een proefles en maak deel uit van avonden vol met de beste techniek, veel rondjes sparren en plezier!  Ma, wo en vrijdag van 20.00-21.30 Kids training woensdag van 16.00-17.00 aan De Reulver 30 in Enschede.  Tot dan!  Apex Jiu-Jitsu Jiu-Jitsu voor iedereen                               ;71.0;2018-02-01 12:22:19;['apex', 'apexjj', 'apexjiujitsu', 'grovelljiujitsu', 'grappling', 'submissiongrappling', 'nogi', 'bjj', 'brazilianjiujitsu', 'jiujitsu', 'apexkids', 'kidsbjj', 'enschede', 'twente', 'kickboksen', 'mma', 'k1', 'judo', 'worstelen', 'zelfverdediging', 'martialarts', 'selfdefense', 'vechtsport', 'mmanederland', 'training', 'justbeagoodperson', 'trustthetechnique', 'bjjakademieberlin', 'millhillbjj']
1277;1277;6510;2017-10-25 22:02;https://instagram.com/p/BarwUe8DhjN/;+;1.0;21.0;friese_streekwinkel;53.200642;5.80056;Lovely   Fryslân Boppe           ;21.0;2017-10-25 20:02:04;['Leeuwarden', 'lf2018', 'visitleeuwarden', 'mooilwd', 'friesland', 'cityofculture', 'matahari', 'escher', 'skyline']
1278;1278;6511;2018-03-14 22:21;https://instagram.com/p/BgUYr7KjzLA/;+;0.0;42.0;sylviavisser.nl;;;Ringen aan zee - Bruno Doedens Feest , 200 jaar badplaats Den Haag - Scheveningen. . . .              @igersdenhaag         @thehague4you @we_heart_thehague;42.0;2018-03-14 21:21:23;['aanzee', 'scheveningen', 'ringen', 'ringenaanzee', 'strandlandschap', 'brunodoedens', 'thehaguecity', 'denhaag070', 'thehague_070', 'thisisthehague', 'haags', 'haagsche', 'BeHague', 'behague', 'denhaag', 'denhaagtogo', 'haags', 'haagse', 'haagsche', 'fotograafdenhaag']
1279;1279;6512;2018-01-28 12:11;https://instagram.com/p/BefbJvDnL7x/;+;4.0;75.0;ckxstudio;52.3731;4.8922;Amsterdam coat of arms cyanotype on handmade paper & a little bit of  with Evisu ;75.0;2018-01-28 11:11:47;['selvedgesunday']
1280;1280;6513;2017-09-01 08:42;https://instagram.com/p/BYfR3FoAZhx/;0;2.0;32.0;rosana.barreiro;52.38821400000001;4.636955;  ;32.0;2017-09-01 06:42:14;['streetart', 'streetarthaarlem', 'haarlem']
1281;1281;6514;2018-01-17 14:00;https://instagram.com/p/BeDS3b1h2D6/;+;0.0;36.0;woerdentv;;;Woerden succesvol op Vakantiebeurs  , ,  https://woerden.tv/woerden-succesvol-op-vakantiebeurs/;36.0;2018-01-17 13:00:39;['Vakantiebeurs', 'Woerden', 'WoerdenMarketing']
1282;1282;6515;2018-05-21 19:17;https://instagram.com/p/BjDC0SOAKKL/;0;0.0;303.0;fan.page.melovin;;;                             ;303.0;2018-05-21 17:17:23;['MELOVIN', 'MELOVINATORS', 'eurovisionukrainе', 'Eurovision2018', 'eurovision', 'BigHouseMelovin', 'BraveLoveFreedom', 'UnderTheLadder', 'undertheladder', 'melovinundertheladder', 'bravelovefreedom', 'bighousemelovin', 'esc2018', 'eurovision2018', 'eurovision', 'eurovisionukrainе', 'ukraine', 'национальныйотбор', 'національнийвідбір', 'мэловин', 'wonder', 'melovinwonder', 'undertheladder', 'ua', 'EiC2018', 'eurovision', 'songfestival', 'amsterdam', 'afaslive']
1283;1283;6516;2018-01-21 13:37;https://instagram.com/p/BeNjb13jyus/;+;1.0;50.0;valeriespanjers;51.98196;5.919614;Sunny Sunday  is it spring yet? . . . . . .            ;50.0;2018-01-21 12:37:50;['sunday', 'sunnyday', 'sunnysunday', 'arnhem', 'spijkerkwartier', 'parkstraat', 'city', 'view', 'houses', 'bluesky', 'lovelyday', 'colorful']
1284;1284;6518;2017-12-28 13:39;https://instagram.com/p/BdPwcvwjTSU/;0;0.0;10.0;johanna.cb;;;   ;10.0;2017-12-28 12:39:42;['landart', 'stedelijkmuseum', 'image', 'amsterdam']
1285;1285;6519;2017-11-17 21:43;https://instagram.com/p/BbnDZowHlFC/;0;0.0;62.0;mahdi_moosavian;52.0;4.36667;Delft,Netherlands,Sunset     ;62.0;2017-11-17 20:43:59;['delft', 'netherlands', 'photography', 'photographer', 'sunset', 'travel', 'traveldelftnl']
1286;1286;6520;2017-11-14 12:57;https://instagram.com/p/BbeYy0Tli6d/;+;1.0;18.0;anne_86_;;;Invitation in a bottle. Thanks  We're going to the . Couldn't make the kid more happy.;18.0;2017-11-14 11:57:45;['IvGroep', 'efteling']
1287;1287;6521;2017-04-17 09:40;https://instagram.com/p/BS-nprZFTLc/;0;0.0;130.0;uum_kariem;;;               ;130.0;2017-04-17 07:40:44;['lekkerontbijtje', 'ontbijt', 'heerlijk', 'homedecor', 'happyweekend', 'myhome', 'mytafel', 'mystyle', 'instafood', 'instamood', 'eten', 'iphonephoto', 'iphoneography', 'libyanfood', 'nederland', 'tripoli', 'delft']
1288;1288;6523;2017-12-21 09:20;https://instagram.com/p/Bc9RWyTFPjV/;0;1.0;83.0;ligtblauw;52.379841;4.63676;@ligtblauw HAARLEM • • •        ;83.0;2017-12-21 08:20:37;['menswear', 'store', 'gentleman', 'mensfashion', 'kleding', 'winkelen', 'shopping', 'haarlem']
1289;1289;6524;2017-12-17 15:32;https://instagram.com/p/Bczotk0gAsg/;+;0.0;6.0;love_okami99;51.200001;6.0;Der Urlaub war so schön mein Schatz ichliebedich 11.12.16     ;6.0;2017-12-17 14:32:18;['baby', 'ichliebedich', '1jahr', 'urlaub', 'roermond']
1290;1290;6525;2018-03-05 22:26;https://instagram.com/p/Bf9OIxxhxkV/;+;1.0;79.0;sebas.goes.for.the.42;51.5667;4.8;De eerste dag van de week zit er weer op.  Vanochtend weer om 6:00 begonnen tot 13:00 en van 15:45 tot 18:30 weer terug voor de zwemlessen. 's Avonds mocht ik weer bootcamp training geven (aan de 15 kanjers op de foto). Morgen weer een leuke dag in de planning: Sochtends lekker hardlopen, smiddags zwemles geven en 's gaan we op het werk starten met Aqua'Bootcamp.  Zin om ook een keer mee te sporten met de Bootcamp of aqua'bootcamp, stuur mij dan ff een berichtje voor extra info...!!!                       ;79.0;2018-03-05 21:26:40;['optocht', 'zwembad', 'dewisselaar', 'Breda', 'aquasport', 'aquajogging', 'aquabootcamp', 'zwemles', 'zwemabc', 'lifeguard', 'zwemleraar', 'swimmingteacher', 'swimmingpool', 'gratisbootcampbreda', 'gratis', 'bootcamp', 'breda', 'bootcamptrainer', 'bootcamptraining', 'samensportenisleuker', 'sportenisleuk', 'sportenisgezond']
1291;1291;6526;2017-08-06 12:40;https://instagram.com/p/BXcwfIaFd52/;0;1.0;59.0;josckx;;;Work to do                    bwphotography               ;59.0;2017-08-06 10:40:44;['Hipstamatic', 'JohnS', 'Uchitel20', 'Standard', 'MakeBeautiful', 'bnw_top', 'amazingbnw', 'bnw_life', 'bnw_people', 'blacknwhite', 'bnw_europe', 'bnw_planet', 'rsa_bnw', 'bnw_lombardia', 'bnw_planet', 'bnw_diamond', 'superstarz_bw', 'bw_society', 'bw_photography', 'StreetStyle', 'streetphoto', 'streetbw', 'streetlife', 'street_iger', 'streetphoto_bw', 'street_photography', 'streetphotography_bw', 'ic_streetlife', 'ig_streetpeople', 'straatfotografiepuntnl', 'breda']
1292;1292;6527;2018-08-10 23:09;https://instagram.com/p/BmUByl8Horj/;0;0.0;23.0;palgaq;;;Openlucht museum Arnhem   ;23.0;2018-08-10 21:09:41;['arnhem', 'holanda', 'thenetherlands']
1293;1293;6528;2017-06-01 19:51;https://instagram.com/p/BUzlTa8jgEZ/;0;5.0;102.0;britthening;52.078720000000004;4.31426;Throw: bezoek aan de Tweede Kamer der Staten-Generaal vorige maand. Toevallig staan er deze maand weer twee bezoeken op de planning. 🤣                ;102.0;2017-06-01 17:51:21;['vvd', 'tweedekamer', 'denhaag', 'jovd', 'politics', 'liberal', 'dutch', 'holland', 'netherlands', 'student', 'thehague', 'photography', 'lifestyle', 'bestuurskunde', 'publicadministration', 'government']
1294;1294;6529;2017-11-02 20:17;https://instagram.com/p/BbARiJ7At0A/;0;1.0;19.0;postsvlehrte;52.36462;9.960301;                  Unsere Jugend jetzt wieder in der Halle D-Jugend Donnerstags 17h15 bis 18h45 in der Vierfeldhalle;19.0;2017-11-02 19:17:06;['lehrte', 'hannover', 'ahlten', 'sehnde', 'aligse', 'jugendfussball', 'fussball', '11freunde', 'burgdorf', 'bolzum', 'erfolg', 'sport', 'sonnenseite', 'schön', 'wunderbar', 'nfv', 'dfb']
1295;1295;6531;2017-09-02 09:30;https://instagram.com/p/BYh8MZ0FA1h/;0;1.0;50.0;exil_steirerin;51.333302;3.83333;Expressive Stadhuis Terneuzen       ;50.0;2017-09-02 07:30:37;['terneuzen', 'nederland', 'thenetherlands', 'architecture', 'buildings', 'beton', 'zeeland']
1296;1296;6533;2018-09-01 20:27;https://instagram.com/p/BnMYrjGF8-H/;0;0.0;25.0;mrs_goodheart;;;Ik ben Jamesie, van de Wegenwacht      ;25.0;2018-09-01 18:27:10;['anwb', 'anwbwinkel', 'wegenwacht', 'shopping', 'shoppingwithatoddler', 'rotterdam']
1297;1297;6534;2017-12-07 17:48;https://instagram.com/p/BcaIZd8FX9g/;+;1.0;59.0;sherie2011;51.450001;5.46667;Just another Dutch sunset 🧡                  ;59.0;2017-12-07 16:48:55;['sunset', 'eindhoven', 'lights', 'december', 'winter', 'earlysunset', 'colours', 'purple', 'happydays', 'lifeisgood', 'beautiful', 'pretty', 'vibrant', 'christmas', 'almosthere', 'lovingtheseason', 'evening', 'picturesque']
1298;1298;6535;2018-03-21 15:40;https://instagram.com/p/BglsUNKDy0e/;+;0.0;11.0;schoolsport;;;Dag 2 van het 80e schoolvoetbaltoernooi van @svb033. Deze teams zijn in actie op de velden van @vv_hooglanderveen_     @gemeenteamersfoort ;11.0;2018-03-21 14:40:00;['amersfoort', 'voetbal', 'schoolsport', 'koudmaardroog', 'plezier']
1299;1299;6536;2017-10-08 14:09;https://instagram.com/p/BZ_IraYFr6J/;0;2.0;38.0;larsfolkers;51.916698;4.5;               ;38.0;2017-10-08 12:09:05;['rotterdam', 'europe', 'tourist', 'travel', 'potd', 'clouds', 'sky', 'netherlands', 'vsco', 'vscocam', 'cranes', 'nederland', 'travelphotography', 'photography', 'photooftheday', 'blackandwhitephotography']
1300;1300;6537;2017-12-14 14:15;https://instagram.com/p/BcrxfR0Hhr2/;0;2.0;120.0;albadmf;;;"Last 3 performances of ""MOMENTUM"" in 2⃣0⃣1⃣7⃣at 20.30h, Berlin. ++@kalkowo . . . .               ";120.0;2017-12-14 13:15:04;['germany', 'berlin', 'cie', 'toulalimnaios', 'performance', 'newcreation', 'momentum', 'dance', 'contemporary', 'theater', 'halle', 'art', 'creativepeople', 'crew', 'dancers']
1301;1301;6539;2017-09-09 15:14;https://instagram.com/p/BY0lJ5_lM3l/;-;0.0;12.0;gerdavanschagen;52.5;6.5;"Ridders en regenten; kastelen Zwolle en omgeving vanaf 1528.                  ";12.0;2017-09-09 13:14:53;['overijssel', 'ridders', 'regenten', 'kastelen', 'kaart', 'oldcard', 'geschiedenis', 'middeleeuwen', 'medieval', 'holland_history', 'ridderschappen', 'knighthood', 'govenors', 'regents', 'provinciehuis', 'zwolle', 'dagvandedemocratie', 'zwollemijnstad']
1302;1302;6540;2018-08-31 22:06;https://instagram.com/p/BnJ_QHDAfIF/;0;1.0;73.0;lisa_antoinette_photography;;;Sunset tonight . . .                              ;73.0;2018-08-31 20:06:29;['nature', 'naturephotography', 'fotografie', 'CanonEos760D', 'landschappen', 'naturelovers', 'natureperfection', 'sunset', 'sunrise_sunsets_aroundtheworld', 'madeinholland', 'wonderful_holland', 'vip_world_photo', 'sunset_vision', 'goldensun', 'Super_holland', 'polder', 'zoomnl', 'dutch', 'Hyacinth', 'DenHelder', 'Noordholland', 'Holland', 'wonderful_holland', 'igersholland', 'Exploring', 'ig_discover_holland', 'igholland', 'instanetherlands', 'royalsnappingartist', 'canonnederland']
1303;1303;6542;2017-07-09 13:07;https://instagram.com/p/BWUtQZthQo5/;+;8.0;235.0;thegreenhappiness;;;Wij zijn opzoek naar leuke picknickplekken! Wij vinden het Amsterdamse bos of een rustig plaatsje aan zee super chill! Waar zit jij graag ?    ;235.0;2017-07-09 11:07:11;['binnenkortietsmetpicknickrecepten', 'nogevengeduld', 'langlevendezomer']
1304;1304;6543;2017-08-31 08:40;https://instagram.com/p/BYcs44MAtXy/;+;0.0;106.0;mijn_plantenwinkeltje;52.085907;4.6754760000000015;    voor het nieuwe    bij de prachtige kwekerij @plantentuin_esveld            ;106.0;2017-08-31 06:40:41;['ginkgobiloba', 'tubifolia', 'orienteren', 'project', 'dakterras', 'blijdorp', 'terras', 'planten', 'zon', 'wind', 'plantenwinkel', 'plantshop', 'botanical', 'rotterdam', 'bloemen', 'grassen', 'borderplan']
1305;1305;6544;2018-03-08 15:33;https://instagram.com/p/BgENOchlUsU/;+;12.0;196.0;darinyevonde;52.083302;5.13333; That time in Holland with           ;196.0;2018-03-08 14:33:23;['mydyingbride', 'client', 'andone', 'tbt', '2007', 'summerdarkness', 'utrecht', 'dressingroom', 'dopestarsinc', 'bnw', 'summerfestival']
1306;1306;6545;2018-03-10 08:10;https://instagram.com/p/BgIkJT9jHkc/;0;0.0;18.0;landgoedvalkenstijn;52.992858999999996;6.582352;"Hier gaat het vanmorgen gebeuren; NL-Doet op het landgoed Valkenstijn. We pakken o.a. de fruitbomen aan onder deskundige begeleiding. Daarnaast zullen we hier en daar het landgoed wat opschonen en takkenschermen weer wat in orde maken. Wie zin heeft mag spontaan langs komen, we zijn vanaf 10 uur in de boomgaard en rond 11 uur drinken we met elkaar een kop koffie en werken dan door tot net even na 12 uur. Iedereen kan en mag meedoen naar eigen vermogen en kunnen. Wie weet zie ik een paar van jullie.   ";18.0;2018-03-10 07:10:38;['rtvdrenthe', 'mooidrenthe', 'nldoet']
1307;1307;6546;2018-03-20 23:44;https://instagram.com/p/Bgj--yhAfOH/;0;1.0;29.0;kima_photography;;;          @kima_photography;29.0;2018-03-20 22:44:37;['maastricht', 'netherlands', 'mate10pro', 'huaweishot', 'mosaeforum', 'centrum', 'picoftheday', 'bluesky', 'wood', 'humanstructure']
1308;1308;6547;2017-10-06 00:35;https://instagram.com/p/BZ4h9vlFNnS/;+;4.0;28.0;curioushedva;52.016701;5.95; :  - on a    maybe the most beautiful  .  I was expecting fairies and spirits of the  to pop up from behind every  🦄🦋🦌                       🦄;28.0;2017-10-05 22:35:21;['hedva', 'veluwezoom', 'sunny', 'morning', 'Dutch', 'Forest', 'woods', 'tree', 'treescape', 'strolling', 'naturelovers', 'natureeurope', 'nederlandsenatuur', 'dutchforest', 'europenature', 'holland', 'boomen', 'bos', 'boswandeling', 'fee', 'magicforest', 'enchantedwoods', 'enchantedforest', 'hiking', 'naturephotography', 'laforetenchantee', 'fairytaleforest', 'lebois', 'paysages', 'unicorns']
1309;1309;6548;2018-02-01 13:58;https://instagram.com/p/Bep6lAxFA2s/;+;32.0;90.0;noosa_amsterdam_ukraine;50.450001;30.5233;Не забудьте одеть улыбки, на улице сегодня солнечно! И конечно, любимый браслетик от NOOSA-Amsterdam. 🦄 Don’t forget to wear smiles, it’s so sunny today! And of course, your favourite bracelelet from Noosa-Amsterdam. 🦄                             ;90.0;2018-02-01 12:58:48;['noosaamsterdamukraine', 'noosaamsterdam', 'ukrainefashion', 'ukraine', 'odessa', 'kyiv', 'lviv', 'dnepr', 'streetstyle', 'fashion', 'мода2018', 'подарокдевушке', 'ua', 'handmade', 'ручнаяработа', 'модно', 'стиль', 'браслет', 'хочу', 'стильныйобраз', 'модаукраина', 'подарок', 'любовь', 'дружба', 'гармония', 'подарокмужчине', 'защита', 'символы', 'оберег', 'талисман']
1310;1310;6549;2017-11-04 11:26;https://instagram.com/p/BbEebDUhnYl/;0;0.0;9.0;jeroendijkhuizen;51.925789;4.496539;Beautiful pipe organ!!   ;9.0;2017-11-04 10:26:41;['pipeorgan', 'komenzie', 'rotterdam']
1311;1311;6550;2018-01-06 09:37;https://instagram.com/p/Bdmf9chHT5E/;0;0.0;22.0;happylifekerkrade;;;Scotch & Soda Ralston van 119.95 voor 60.- &soda                            ;22.0;2018-01-06 08:37:05;['scotch', 'maisonscotch', 'gstar', 'diesel', 'replay', 'colourfulrebel', 'raw', 'deus', 'skunkfunk', 'anerkjendt', 'ruderiders', 'circleoftrust', 'copa', 'heritage', 'zhrill', 'antonymorato', 'pearlyking', '2ndone', 'wrangler', 'kerkrade', 'twinlife', 'goorinbros', 'charlies', 'gipsy', 'fashion', 'denim', 'herenmode', 'damesmode', 'industrieel']
1312;1312;6551;2018-03-13 20:22;https://instagram.com/p/BgRmQwTF-V5/;0;7.0;525.0;jetteketetjuh;52.740635;6.077735;Sunset (to add some color to a rainy day)🧡                                   ;525.0;2018-03-13 19:22:17;['sunset', 'tree', 'sky', 'clouds', 'water', 'lake', 'giethoorn', 'sun', 'tv_allnature', 'instanetherlands', 'catch_holland', 'bestofnetherlands', 'rtvoost', 'vollenhove', 'tree_magic', 'landscapephotography', 'artistry_flair', 'mooioverijssel', 'bd_pro', 'dutch_connextion', 'nl_online', 'super_holland', 'ig_discover_holland', 'dernederlanden', 'ig_shotz_trees', 'worldwide_tree', 'hollands_best_pictures', 'tv_aqua', 'wonderful_holland', 'natuurmonumenten', 'ig_legit', 'igholland', 'silhouette']
1313;1313;6552;2018-08-15 20:56;https://instagram.com/p/Bmgqf_olW8y/;+;1.0;8.0;a.zonnepanelen.nl;;;Een mooi dak in Arnhem gelegd met AEG black 300Wp      ;8.0;2018-08-15 18:56:17;['zonnepanelen', 'azonnepanelen', 'fun', 'work', 'energie', 'green']
1314;1314;6554;2017-03-22 13:49;https://instagram.com/p/BR8OSWEAOGL/;+;0.0;47.0;kuzinha.da.celeste;;;Vandaag hebben wij ook Kapsalon.  Inktvis (polvo). Prijs:groot €7,50klein: €5,00  @KUZINHA.DA.CELESTE Menu prijs €9,50   .da.celeste                     ;47.0;2017-03-22 12:49:13;['Rotterdam', 'kuzinha', 'eten', 'spangen', 'eethuis', 'Kaapverdië', 'cabo', 'gezellig', 'gerechten', 'smakelijk', 'gezellig', 'Nederland', 'cultuur', 'voeding', 'zelfkoken', 'afhalen', 'gezond', 'nutriënten', 'food', 'healthy', 'toeristen', 'marconiplein', 'delfshaven', 'kruiskade']
1315;1315;6555;2017-03-28 20:30;https://instagram.com/p/BSMSKZwBsgH/;0;7.0;197.0;kitschkulture;51.549999;5.11667;                             ;197.0;2017-03-28 18:30:56;['kitschkulture', 'tilburg', 'techhouse', 'techno', 'deephouse', 'weareback', 'love', 'housescene', 'vinyl', 'ditistilburg', 'tilburgismooi', '013', 'tilburg013', 'technoparty', 'kulture', 'party', 'musiclover', 'music', 'fun', 'event', 'events', 'technolife', 'technofamily', 'technolove', 'technolover', 'technoculture', 'edm', 'edmlifestyle', 'edmmusic', 'dancemusic']
1316;1316;6556;2017-03-25 20:48;https://instagram.com/p/BSEsqONBrNn/;+;0.0;13.0;marcodehollander;;;In cafe Matinee in Vlaardinge ... buiten... alle remmen los. Geweldig publiek.   ;13.0;2017-03-25 19:48:33;['Vlaardingen', 'cafe', 'feest']
1317;1317;6557;2018-05-28 18:50;https://instagram.com/p/BjVBU2SlZcq/;0;1.0;8.0;ksartnl;;;Beleef Rosmalen presenteert 3 juni 2018 kunstmarkt met muziek en kinderactiviteiten. Diverse kunstenaars tonen hun kunstwerken bij Driesprong Rosmalen.          ;8.0;2018-05-28 16:50:41;['kunstmarkt', 'rosmalen', 'muziek', 'kinderactiviteit', 'beleefrosmalen', 'kunstwerken', 'mariannebreugelmans', 'arteaparte', 'artist', 'kunstenaars']
1318;1318;6560;2017-01-29 15:06;https://instagram.com/p/BP2dwpThmDl/;0;0.0;1.0;haarunit43;53.154419;6.74385;   ;1.0;2017-01-29 14:06:12;['Kapsalon', 'Haarunit43', 'hoogezand']
1319;1319;6561;2017-09-02 23:38;https://instagram.com/p/BYjdRuDB-E9/;0;0.0;46.0;fiestamacumba;51.583889;4.7787;Weet je nog @mezz_breda, vorige keer? Vanavond zijn we er weer!     ;46.0;2017-09-02 21:38:57;['fiestamacumba', 'musicalatina', 'clubbing', 'nightlife', 'breda']
1320;1320;6562;2017-11-08 10:54;https://instagram.com/p/BbOt7HOjRKA/;0;0.0;24.0;vijadvocaten.nl;;;De afgelopen twee dagen keihard gewerkt aan een pleitnota. Vandaag een MK in Rotterdam. De eis zal rond de 5 jaar zijn. Dus... Let's kick some ass           ;24.0;2017-11-08 09:54:32;['wednesday', 'goodday', 'lawyerlife', 'meervoudigekamer', 'strafrecht', 'rdam', 'letskickass', 'ladylawyers', 'vijadvocaten', 'overval']
1321;1321;6563;2018-02-03 15:48;https://instagram.com/p/BevP8GMF_sp/;0;3.0;53.0;diddenp;52.016666;6.133333;Zo ook weer achter de rug.                 .;53.0;2018-02-03 14:48:26;['hoogwater', 'doesburg', 'gelderseijssel', 'oudeijssel', 'sluis', 'timelaps', 'igdiscover', 'instashipping', 'shiplife', 'theblueroad', 'vervoeroverwaterdejuisteweg', 'binnenvaart', 'binnenvaartstaatnooitstil', 'hookedupharddown', 'atanchor', 'captainslife', 'gelderland']
1322;1322;6564;2018-02-22 11:33;https://instagram.com/p/BffuqipFSih/;0;3.0;25.0;celicia81;;;Eind april, eerste week mei vakantie willen we 1 volle week in een huisje met z'n 4en en de hond...zelf denken we aan slagharen maar dat is best prijzig...het liefste geven we niet meer dan 700,- uit...iemand tips of kortingen waar we iets mee kunnen?             ;25.0;2018-02-22 10:33:41;['vakantie2017', 'huis', 'chalet', 'bungalow', 'slagharen', 'hond', 'puber', 'kleuter', 'tips', 'welkom', 'kortingen', 'ook', 'bedankt']
1323;1323;6565;2017-02-05 12:31;https://instagram.com/p/BQINpO_F4js/;0;0.0;15.0;festival39graden;51.597801000000004;4.775672;Een huiskamerconcert van Eva en Jasper, wie wilt dat nou niet?!     ;15.0;2017-02-05 11:31:42;['festival39graden', 'huiskamerroute', 'belcrum', 'breda', 'livemusic']
1324;1324;6566;2017-08-23 21:30;https://instagram.com/p/BYJeoXDHCe0/;0;0.0;66.0;itm.stenden;;;Almost ready to welcome you !       ;66.0;2017-08-23 19:30:31;['stenden', 'tourismmanagement', 'leeuwarden', 'interior', 'design', 'studium', 'holland']
1325;1325;6567;2017-11-22 17:43;https://instagram.com/p/Bbzf2R-Hyyf/;+;0.0;5.0;speksnijdermode;;;De locatie voor onze OUTLET in Veenendaal is bekend! We strijken nog een keer neer in onze oude winkel aan de Prins Bernhardlaan 45. Hier organiseren we samen met Lingerie Donna een fantastische outlet van 29 november t/m 2 december www.speksnijder.nl/outlet   ;5.0;2017-11-22 16:43:27;['outlet', 'speksnijder', 'veenendaal']
1326;1326;6569;2017-12-03 12:45;https://instagram.com/p/BcPSitUg2sI/;0;1.0;28.0;sanneknvls;50.849319;5.6887370000000015;Q-time   ;28.0;2017-12-03 11:45:55;['maastricht', 'mams', 'wijntje']
1327;1327;6570;2017-11-19 16:09;https://instagram.com/p/BbrmvNMHqUe/;0;2.0;21.0;woodensoldiers;;;Pretty sky above our venue!      ;21.0;2017-11-19 15:09:43;['goodsign', 'showtime', 'culemborg', 'nufolk', 'music', 'livemusic']
1328;1328;6571;2017-04-13 13:25;https://instagram.com/p/BS0uKRGjOiK/;+;0.0;8.0;artiztekappers;;;Het extra lange paasweekend staat bijna voor de deur. Wil jij nog een nieuwe frisse look? Wij hebben nog wat inspiratie voor hippe kapsels voor mannen!         ;8.0;2017-04-13 11:25:12;['artizte', 'kappers', 'cuijk', 'kapsalon', 'inpsiratie', 'mannen', 'kapsels', 'hairtrends', 'fris']
1329;1329;6572;2018-03-02 09:16;https://instagram.com/p/Bf0FWB8gGet/;+;0.0;20.0;xanderaa_essential_oils;52.31739;4.85808;Gisteravond de eerste Proeverij Koken met de oliën van doterra! Glutenvrij, graanvrij, suikervrij, paleo. Super gezellige avond!  Wil jij ook bij de volgende proeverij zijn? Zondag 25 maart staat er weer een gepland. Voor meer info www.xanderaa.nl/contact.             ;20.0;2018-03-02 08:16:40;['doterra', 'doterralifestyle', 'doterraliving', 'koken', 'essentieleolie', 'proeverij', 'glutenvrij', 'graanvrij', 'paleo', 'suikervrij', 'amstelveen', 'xanderaa_essential_oils']
